fpr,tpr
0.20436628259551243,0.3980263157894737
0.22377198302001214,0.41776315789473684
0.22498483929654337,0.41776315789473684
0.22741055184960582,0.41776315789473684
0.22922983626440266,0.42105263157894735
0.23104912067919953,0.42105263157894735
0.23347483323226198,0.42105263157894735
0.2340812613705276,0.42105263157894735
0.23590054578532443,0.4276315789473684
0.24135839902971498,0.4375
0.2419648271679806,0.4375
0.2425712553062462,0.4407894736842105
0.24499696785930866,0.4407894736842105
0.24742268041237114,0.4506578947368421
0.25288053365676166,0.4506578947368421
0.2546998180715585,0.4506578947368421
0.2553062462098241,0.4506578947368421
0.2607640994542147,0.45723684210526316
0.2692540933899333,0.46710526315789475
0.2704669496664645,0.46710526315789475
0.27167980594299573,0.46710526315789475
0.27349909035779263,0.46710526315789475
0.2850212249848393,0.4868421052631579
0.2850212249848393,0.4901315789473684
0.28744693753790174,0.4901315789473684
0.29047907822922986,0.4901315789473684
0.3068526379624015,0.5
0.3074590661006671,0.5
0.30927835051546393,0.5
0.30988477865372954,0.506578947368421
0.31898120072771374,0.5131578947368421
0.31958762886597936,0.5131578947368421
0.3238326258338387,0.5164473684210527
0.3383869011522135,0.5197368421052632
0.3402061855670103,0.5197368421052632
0.3432383262583384,0.5197368421052632
0.35354760460885387,0.5328947368421053
0.3541540327471195,0.5328947368421053
0.35657974530018194,0.5328947368421053
0.36870830806549426,0.5328947368421053
0.3693147362037599,0.5361842105263158
0.37355973317161917,0.5361842105263158
0.3850818677986659,0.5625
0.3905397210430564,0.5657894736842105
0.4008489993935719,0.5789473684210527
0.4020618556701031,0.5789473684210527
0.4057004244996968,0.5855263157894737
0.42389326864766524,0.5953947368421053
0.42510612492419647,0.5953947368421053
0.42813826561552454,0.5953947368421053
0.44511825348696177,0.6085526315789473
0.44572468162522744,0.6085526315789473
0.4481503941782899,0.6118421052631579
0.46149181322013344,0.6217105263157895
0.46270466949666467,0.6217105263157895
0.46573681018799273,0.6217105263157895
0.4796846573681019,0.631578947368421
0.4808975136446331,0.631578947368421
0.48271679805942996,0.6414473684210527
0.4954517889630079,0.6611842105263158
0.4960582171012735,0.6611842105263158
0.4990903577926016,0.6611842105263158
0.5197089144936325,0.6677631578947368
0.5209217707701638,0.6677631578947368
0.5312310491206792,0.6743421052631579
0.5324439053972104,0.6743421052631579
0.5421467556094602,0.6907894736842105
0.5427531837477259,0.6907894736842105
0.5457853244390539,0.694078947368421
0.5609460278956944,0.7039473684210527
0.5621588841722256,0.7039473684210527
0.5767131594906003,0.7138157894736842
0.5773195876288659,0.7171052631578947
0.5942995755003032,0.7236842105263158
0.5961188599151,0.7236842105263158
0.5979381443298969,0.7269736842105263
0.6155245603395998,0.7335526315789473
0.6173438447543966,0.7335526315789473
0.6300788356579745,0.7664473684210527
0.6306852637962401,0.7664473684210527
0.6470588235294118,0.7730263157894737
0.6494845360824743,0.7730263157894737
0.6688902365069739,0.7861842105263158
0.6694966646452395,0.7861842105263158
0.6931473620375985,0.7960526315789473
0.6943602183141298,0.7960526315789473
0.6961795027289266,0.7960526315789473
0.7095209217707702,0.8157894736842105
0.7107337780473014,0.8157894736842105
0.7295330503335354,0.8289473684210527
0.730139478471801,0.8289473684210527
0.730139478471801,0.8322368421052632
0.7471194663432383,0.8388157894736842
0.7701637355973318,0.8421052631578947
0.7883565797453002,0.8486842105263158
0.8010915706488781,0.8618421052631579
0.8023044269254094,0.8618421052631579
0.8156458459672529,0.875
0.8156458459672529,0.8782894736842105
0.8253486961795027,0.8980263157894737
0.8386901152213463,0.9078947368421053
0.8520315342631898,0.9111842105263158
0.8641600970285022,0.9111842105263158
0.8641600970285022,0.9144736842105263
0.8653729533050334,0.9144736842105263
0.8762886597938144,0.9243421052631579
0.8865979381443299,0.9276315789473685
0.8920557913887205,0.9276315789473685
0.897513644633111,0.9342105263157895
0.9035779260157671,0.9375
0.9041843541540328,0.9375
0.9108550636749545,0.9407894736842105
0.9181322013341419,0.9407894736842105
0.9211643420254699,0.9407894736842105
0.9296543359611886,0.9407894736842105
0.9345057610673135,0.9473684210526315
0.9411764705882353,0.9506578947368421
0.944815039417829,0.9572368421052632
0.9454214675560946,0.9572368421052632
0.9496664645239539,0.9572368421052632
0.9502728926622195,0.9572368421052632
0.9526986052152819,0.9572368421052632
0.9551243177683445,0.9638157894736842
0.9587628865979382,0.9703947368421053
0.9624014554275319,0.9736842105263158
0.9672528805336568,0.9736842105263158
0.9696785930867192,0.9802631578947368
0.9727107337780473,0.9901315789473685
0.9751364463311097,0.9901315789473685
0.9757428744693754,0.993421052631579
0.9787750151607034,0.993421052631579
0.9799878714372346,0.993421052631579
